Concepto/Cod.Op.	Fecha	Comprobante	Sucursal	Importe	Descripción		Cod.Op.Bco.	CUIT	Denominación	BANCO	ES GASTO MENSUAL	Cod. Op.	FECHA RESUMEN	OBSERVACION	CUENTA
LEY25413DB	2024-10-09	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45574	IMP DEBITO	425107/00
RECAUDACIO	2024-10-04	242611079	CO.TRF.ELE	4400090	SUC  52		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-10	104744964	I.V.A.	1210320	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-10	104741040	I.V.A.	1286200	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-07	242814872	CO.TRF.ELE	677250	SUC  43		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-07	242814969	CO.TRF.ELE	1112890	SUC  43		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-10	105311215	177	2234770	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-10	105603848	177	2363820	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-10	105315443	177	2932630	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-10	104308164	167	3882720	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-07	242815061	CO.TRF.ELE	1113810	SUC  43		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-10	104743290	I.V.A.	6572140	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-07	242803366	CO.TRF.ELE	1166690	SUC  26		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
TRF.DATA	2024-10-10	8271821	9999	-74000000	ANTONIO LUQUIN S.A.		1622	30525558246	18	GALICIA	NO	300		CANJE	
ING.BR.TUC	2024-10-10	46	9999		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45575	IIBB TUC - 924	
ING.BRUTOS	2024-10-10	46	9999		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45575	SIRCREB	
LEY25413CR	2024-10-10	46	9999		IMP.CRE L25413		4924	17	18	GALICIA	SI	R86	45575	IMP CREDITO	425115/00
LEY25413CR	2024-10-10	46	9999		IMP.CRE L25413		4924	17	18	GALICIA	SI	R86	45575	IMP CREDITO	425115/00
COMISIONES	2024-10-10	46	9999	-118636	COM. DEPOSITO EFVO		1369	17	18	GALICIA	SI	673	45575	COMISIONES	425102/21
ING.BR.TUC	2024-10-10	46	I.V.A.		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45575	IIBB TUC - 924	
ING.BR.TUC	2024-10-10	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45575	IIBB TUC - 924	
ING.BRUTOS	2024-10-10	46	I.V.A.		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45575	SIRCREB	
ING.BR.TUC	2024-10-10	46	167		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45575	IIBB TUC - 924	
ING.BR.TUC	2024-10-10	46	177		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45575	IIBB TUC - 924	
ING.BRUTOS	2024-10-10	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45575	SIRCREB	
ING.BRUTOS	2024-10-10	46	167		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45575	SIRCREB	
ING.BR.TUC	2024-10-10	46	177		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45575	IIBB TUC - 924	
ING.BR.TUC	2024-10-10	46	177		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45575	IIBB TUC - 924	
ING.BR.TUC	2024-10-10	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45575	IIBB TUC - 924	
ING.BRUTOS	2024-10-10	46	177		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45575	SIRCREB	
IVA	2024-10-10	46	9999		IVA-AUTOMATICO		4902	17	18	GALICIA	SI	816	45575	IVA	
ING.BR.TUC	2024-10-10	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45575	IIBB TUC - 924	
ING.BRUTOS	2024-10-10	46	177		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45575	SIRCREB	
ING.BRUTOS	2024-10-10	46	177		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45575	SIRCREB	
ING.BRUTOS	2024-10-10	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45575	SIRCREB	
ING.BR.TUC	2024-10-10	46	I.V.A.		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45575	IIBB TUC - 924	
ING.BR.TUC	2024-10-10	46	I.V.A.		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45575	IIBB TUC - 924	
ING.BRUTOS	2024-10-10	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45575	SIRCREB	
ING.BR.TUC	2024-10-10	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45575	IIBB TUC - 924	
ING.BR.TUC	2024-10-10	46	9999		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45575	IIBB TUC - 924	
ING.BRUTOS	2024-10-10	46	I.V.A.		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45575	SIRCREB	
ING.BRUTOS	2024-10-10	46	I.V.A.		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45575	SIRCREB	
ING.BRUTOS	2024-10-10	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45575	SIRCREB	
ING.BRUTOS	2024-10-10	46	9999		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45575	SIRCREB	
IVA	2024-10-10	46	9999		PERCEPCION IVA		1690	17	18	GALICIA	SI	820	45575	PERCEPCION DE IVA	
LEY25413DB	2024-10-10	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45575	IMP DEBITO	425107/00
LEY25413DB	2024-10-10	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45575	IMP DEBITO	425107/00
LEY25413DB	2024-10-10	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45575	IMP DEBITO	425107/00
LEY25413DB	2024-10-10	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45575	IMP DEBITO	425107/00
RECAUDACIO	2024-10-07	242803287	CO.TRF.ELE	1542840	SUC  26		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-07	242801641	CO.TRF.ELE	4717450	SUC  52		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-07	242801671	CO.TRF.ELE	5595870	SUC  52		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-08	242889129	CO.TRF.ELE	1538590	SUC  26		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-08	242889419	CO.TRF.ELE	1713900	SUC  10		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-08	242889439	CO.TRF.ELE	1894080	SUC  10		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-09	242961420	CO.TRF.ELE	1026610	SUC  43		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-09	242961432	CO.TRF.ELE	1322910	SUC  43		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-14	144561330	I.V.A.	2153840	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-14	144942839	R86	2198630	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-14	144409269	177	2214049	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-09	242952840	CO.TRF.ELE	3614190	SUC  52		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-14	144406572	177	2574970	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-09	242952828	CO.TRF.ELE	3801530	SUC  52		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-14	144564158	I.V.A.	3567060	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-10	243010847	CO.TRF.ELE	879020	SUC  26		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-14	144996800	167	5934240	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-14	144558776	I.V.A.	7910910	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-10	243011096	CO.TRF.ELE	1548330	SUC  10		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-14	144424002	177	8262790	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-10	243010869	CO.TRF.ELE	2195480	SUC  26		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-14	144648978	167	10623350	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-14	145264751	241	12456710	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
TRF.DATA	2024-10-14	8548464	9999	-122500000	ANTONIO LUQUIN S.A.		1622	30525558246	18	GALICIA	NO	300		CANJE	
LEY25413CR	2024-10-14	46	9999		IMP.CRE L25413		4924	17	18	GALICIA	SI	R86	45579	IMP CREDITO	425115/00
COMISIONES	2024-10-14	46	9999	-512065	COM. DEPOSITO EFVO		1369	17	18	GALICIA	SI	673	45579	COMISIONES	425102/21
ING.BR.TUC	2024-10-14	46	241		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45579	IIBB TUC - 924	
ING.BR.TUC	2024-10-14	46	167		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45579	IIBB TUC - 924	
ING.BR.TUC	2024-10-14	46	9999		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45579	IIBB TUC - 924	
ING.BR.TUC	2024-10-14	46	177		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45579	IIBB TUC - 924	
ING.BR.TUC	2024-10-14	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45579	IIBB TUC - 924	
ING.BRUTOS	2024-10-14	46	241		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45579	SIRCREB	
ING.BR.TUC	2024-10-14	46	I.V.A.		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45579	IIBB TUC - 924	
IVA	2024-10-14	46	9999		IVA-AUTOMATICO		4902	17	18	GALICIA	SI	816	45579	IVA	
ING.BRUTOS	2024-10-14	46	167		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45579	SIRCREB	
ING.BR.TUC	2024-10-14	46	167		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45579	IIBB TUC - 924	
ING.BRUTOS	2024-10-14	46	9999		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45579	SIRCREB	
ING.BRUTOS	2024-10-14	46	177		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45579	SIRCREB	
ING.BRUTOS	2024-10-14	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45579	SIRCREB	
ING.BRUTOS	2024-10-14	46	I.V.A.		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45579	SIRCREB	
ING.BRUTOS	2024-10-14	46	167		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45579	SIRCREB	
ING.BR.TUC	2024-10-14	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45579	IIBB TUC - 924	
LEY25413CR	2024-10-14	46	9999		IMP.CRE L25413		4924	17	18	GALICIA	SI	R86	45579	IMP CREDITO	425115/00
ING.BR.TUC	2024-10-14	46	I.V.A.		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45579	IIBB TUC - 924	
ING.BR.TUC	2024-10-14	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45579	IIBB TUC - 924	
ING.BR.TUC	2024-10-14	46	177		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45579	IIBB TUC - 924	
ING.BRUTOS	2024-10-14	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45579	SIRCREB	
ING.BRUTOS	2024-10-14	46	I.V.A.		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45579	SIRCREB	
ING.BR.TUC	2024-10-14	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45579	IIBB TUC - 924	
ING.BR.TUC	2024-10-14	46	177		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45579	IIBB TUC - 924	
ING.BR.TUC	2024-10-14	46	R86		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45579	IIBB TUC - 924	
ING.BR.TUC	2024-10-14	46	I.V.A.		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45579	IIBB TUC - 924	
ING.BRUTOS	2024-10-14	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45579	SIRCREB	
ING.BR.TUC	2024-10-14	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45579	IIBB TUC - 924	
ING.BR.TUC	2024-10-14	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45579	IIBB TUC - 924	
ING.BRUTOS	2024-10-14	46	177		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45579	SIRCREB	
ING.BR.TUC	2024-10-14	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45579	IIBB TUC - 924	
ING.BR.TUC	2024-10-14	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45579	IIBB TUC - 924	
ING.BR.TUC	2024-10-14	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45579	IIBB TUC - 924	
ING.BRUTOS	2024-10-14	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45579	SIRCREB	
ING.BRUTOS	2024-10-14	46	177		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45579	SIRCREB	
ING.BRUTOS	2024-10-14	46	R86		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45579	SIRCREB	
ING.BRUTOS	2024-10-14	46	I.V.A.		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45579	SIRCREB	
ING.BRUTOS	2024-10-14	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45579	SIRCREB	
ING.BR.TUC	2024-10-14	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45579	IIBB TUC - 924	
IVA	2024-10-14	46	9999		PERCEPCION IVA		1690	17	18	GALICIA	SI	820	45579	PERCEPCION DE IVA	
ING.BRUTOS	2024-10-14	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45579	SIRCREB	
ING.BR.TUC	2024-10-14	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45579	IIBB TUC - 924	
ING.BRUTOS	2024-10-14	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45579	SIRCREB	
ING.BRUTOS	2024-10-14	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45579	SIRCREB	
ING.BRUTOS	2024-10-14	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45579	SIRCREB	
LEY25413DB	2024-10-14	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45579	IMP DEBITO	425107/00
ING.BRUTOS	2024-10-14	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45579	SIRCREB	
ING.BRUTOS	2024-10-14	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45579	SIRCREB	
ING.BR.TUC	2024-10-14	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45579	IIBB TUC - 924	
LEY25413DB	2024-10-14	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45579	IMP DEBITO	425107/00
ING.BRUTOS	2024-10-14	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45579	SIRCREB	
ING.BR.TUC	2024-10-14	46	9999		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45579	IIBB TUC - 924	
ING.BRUTOS	2024-10-14	46	9999		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45579	SIRCREB	
LEY25413DB	2024-10-14	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45579	IMP DEBITO	425107/00
LEY25413DB	2024-10-14	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45579	IMP DEBITO	425107/00
DEP.EFVO	2024-10-15	156246572	241	1284700	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-10	243013284	CO.TRF.ELE	4426030	SUC  52		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-15	156262930	241	1596500	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-15	156192151	241	2135940	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-15	156226958	241	2507200	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-14	243095741	CO.TRF.ELE	492930	SUC  26		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
TRF.DATA	2024-10-15	8681768	9999	-13000000	ANTONIO LUQUIN S.A.		1622	30525558246	18	GALICIA	NO	300		CANJE	
COMISIONES	2024-10-15	46	9999		COM. DEPOSITO EFVO		1369	17	18	GALICIA	SI	673	45580	COMISIONES	425102/21
IVA	2024-10-15	46	9999		IVA-AUTOMATICO		4902	17	18	GALICIA	SI	816	45580	IVA	
ING.BR.TUC	2024-10-15	46	9999		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45580	IIBB TUC - 924	
ING.BRUTOS	2024-10-15	46	9999		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45580	SIRCREB	
LEY25413CR	2024-10-15	46	9999		IMP.CRE L25413		4924	17	18	GALICIA	SI	R86	45580	IMP CREDITO	425115/00
LEY25413CR	2024-10-15	46	9999		IMP.CRE L25413		4924	17	18	GALICIA	SI	R86	45580	IMP CREDITO	425115/00
IVA	2024-10-15	46	9999		PERCEPCION IVA		1690	17	18	GALICIA	SI	820	45580	PERCEPCION DE IVA	
ING.BR.TUC	2024-10-15	46	241		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45580	IIBB TUC - 924	
ING.BR.TUC	2024-10-15	46	241		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45580	IIBB TUC - 924	
ING.BRUTOS	2024-10-15	46	241		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45580	SIRCREB	
ING.BR.TUC	2024-10-15	46	241	-22351	DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45580	IIBB TUC - 924	
ING.BRUTOS	2024-10-15	46	241		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45580	SIRCREB	
ING.BR.TUC	2024-10-15	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45580	IIBB TUC - 924	
ING.BR.TUC	2024-10-15	46	241		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45580	IIBB TUC - 924	
ING.BRUTOS	2024-10-15	46	241		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45580	SIRCREB	
ING.BRUTOS	2024-10-15	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45580	SIRCREB	
LEY25413DB	2024-10-15	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45580	IMP DEBITO	425107/00
ING.BRUTOS	2024-10-15	46	241		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45580	SIRCREB	
ING.BR.TUC	2024-10-15	46	9999		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45580	IIBB TUC - 924	
ING.BRUTOS	2024-10-15	46	9999		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45580	SIRCREB	
LEY25413DB	2024-10-15	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45580	IMP DEBITO	425107/00
LEY25413DB	2024-10-15	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45580	IMP DEBITO	425107/00
LEY25413DB	2024-10-15	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45580	IMP DEBITO	425107/00
RECAUDACIO	2024-10-14	243093389	CO.TRF.ELE	1074050	SUC  52		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-14	243109406	CO.TRF.ELE	1134550	SUC  43		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-16	165460044	241	1335500	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-14	243091125	CO.TRF.ELE	1436300	SUC  10		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-16	165440677	241	2055000	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-16	165409087	241	2197760	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-16	165477855	241	2266000	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-16	165294679	241	2545000	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-16	165122676	177	2763340	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-16	165265481	241	3448000	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-16	164502238	167	3537150	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-16	165342462	241	3737100	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-16	165127011	177	3866300	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-16	165223017	241	4098600	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-16	165179887	241	4241500	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-16	165368877	241	4656700	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-16	165051238	177	4698530	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-14	243109456	CO.TRF.ELE	1442010	SUC  43		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-16	165132630	241	5043900	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-16	165101748	241	5082550	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-14	243109598	CO.TRF.ELE	1559760	SUC  43		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
TRF.DATA	2024-10-16	8892906	9999	-78000000	ANTONIO LUQUIN S.A.		1622	30525558246	18	GALICIA	NO	300		CANJE	
LEY25413CR	2024-10-16	46	9999		IMP.CRE L25413		4924	17	18	GALICIA	SI	R86	45581	IMP CREDITO	425115/00
ING.BR.TUC	2024-10-16	46	9999		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45581	IIBB TUC - 924	
COMISIONES	2024-10-16	46	9999		COM. DEPOSITO EFVO		1369	17	18	GALICIA	SI	673	45581	COMISIONES	425102/21
ING.BRUTOS	2024-10-16	46	9999		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45581	SIRCREB	
LEY25413CR	2024-10-16	46	9999		IMP.CRE L25413		4924	17	18	GALICIA	SI	R86	45581	IMP CREDITO	425115/00
ING.BR.TUC	2024-10-16	46	241		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45581	IIBB TUC - 924	
