Concepto/Cod.Op.	Fecha	Comprobante	Sucursal	Importe	Descripción		Cod.Op.Bco.	CUIT	Denominación	BANCO	ES GASTO MENSUAL	Cod. Op.	FECHA RESUMEN	OBSERVACION	CUENTA
ING.BRUTOS	2024-10-30	46	CO.TRF.ELE	-30483	REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45595	SIRCREB	
ING.BRUTOS	2024-10-30	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45595	SIRCREB	
ING.BR.TUC	2024-10-30	46	I.V.A.		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45595	IIBB TUC - 924	
ING.BRUTOS	2024-10-30	46	167		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45595	SIRCREB	
ING.BR.TUC	2024-10-30	46	I.V.A.		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45595	IIBB TUC - 924	
IVA	2024-10-30	46	9999		PERCEPCION IVA		1690	17	18	GALICIA	SI	820	45595	PERCEPCION DE IVA	
ING.BRUTOS	2024-10-30	46	I.V.A.		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45595	SIRCREB	
ING.BR.TUC	2024-10-30	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45595	IIBB TUC - 924	
ING.BR.TUC	2024-10-30	46	I.V.A.		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45595	IIBB TUC - 924	
ING.BR.TUC	2024-10-30	46	177		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45595	IIBB TUC - 924	
ING.BRUTOS	2024-10-30	46	I.V.A.		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45595	SIRCREB	
ING.BR.TUC	2024-10-30	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45595	IIBB TUC - 924	
ING.BR.TUC	2024-10-30	46	9999		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45595	IIBB TUC - 924	
ING.BRUTOS	2024-10-30	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45595	SIRCREB	
ING.BRUTOS	2024-10-30	46	I.V.A.		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45595	SIRCREB	
ING.BRUTOS	2024-10-30	46	177		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45595	SIRCREB	
ING.BRUTOS	2024-10-30	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45595	SIRCREB	
ING.BRUTOS	2024-10-30	46	9999		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45595	SIRCREB	
LEY25413DB	2024-10-30	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45595	IMP DEBITO	425107/00
LEY25413CR	2024-10-30	46	9999		IMP.CRE L25413		4924	17	18	GALICIA	SI	R86	45595	IMP CREDITO	425115/00
LEY25413DB	2024-10-30	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45595	IMP DEBITO	425107/00
LEY25413DB	2024-10-30	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45595	IMP DEBITO	425107/00
LEY25413DB	2024-10-30	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45595	IMP DEBITO	425107/00
RECAUDACIO	2024-10-30	243692509	CO.TRF.ELE	3387000	SUC  52		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-31	243739132	CO.TRF.ELE	1275440	SUC  26		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
COM.GES.CO	2024-10-31	58226301	9999		FYBX0004		1948	17	18	GALICIA	SI	C04	45596	COMISIONES	425102/21
IVA	2024-10-31	46	9999		IVA-AUTOMATICO		4902	17	18	GALICIA	SI	816	45596	IVA	
COMISIONES	2024-10-31	46	9999	-220976	COM. DEPOSITO EFVO		1369	17	18	GALICIA	SI	673	45596	COMISIONES	425102/21
IVA	2024-10-31	46	9999		PERCEPCION IVA		1690	17	18	GALICIA	SI	820	45596	PERCEPCION DE IVA	
IVA	2024-10-31	46	9999		IVA-AUTOMATICO		4902	17	18	GALICIA	SI	816	45596	IVA	
ING.BR.TUC	2024-10-31	46	9999		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45596	IIBB TUC - 924	
LEY25413DB	2024-10-31	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45596	IMP DEBITO	425107/00
ING.BRUTOS	2024-10-31	46	9999		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45596	SIRCREB	
ING.BR.TUC	2024-10-31	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45596	IIBB TUC - 924	
LEY25413CR	2024-10-31	46	9999		IMP.CRE L25413		4924	17	18	GALICIA	SI	R86	45596	IMP CREDITO	425115/00
ING.BRUTOS	2024-10-31	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45596	SIRCREB	
LEY25413CR	2024-10-31	46	9999		IMP.CRE L25413		4924	17	18	GALICIA	SI	R86	45596	IMP CREDITO	425115/00
IVA	2024-10-31	46	9999		PERCEPCION IVA		1690	17	18	GALICIA	SI	820	45596	PERCEPCION DE IVA	
COM.TRANSF	2024-10-31	46	9999	-3995	COM. GEST SER IB		1102	17	18	GALICIA	SI	786	45596	COMISIONES	425102/21
LEY25413DB	2024-10-31	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45596	IMP DEBITO	425107/00
IVA	2024-10-31	46	9999		IVA-AUTOMATICO		4902	17	18	GALICIA	SI	816	45596	IVA	
ING.BR.TUC	2024-10-31	46	9999		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45596	IIBB TUC - 924	
ING.BRUTOS	2024-10-31	46	9999		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45596	SIRCREB	
IVA	2024-10-31	46	9999		PERCEPCION IVA		1690	17	18	GALICIA	SI	820	45596	PERCEPCION DE IVA	
LEY25413DB	2024-10-31	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45596	IMP DEBITO	425107/00
LEY25413DB	2024-10-31	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45596	IMP DEBITO	425107/00
TR.CTA.REC	2024-10-01	746600057	Comision Banca Empresa		TRANSFERENCIA CUENTA RECA		990	17	18	SUPERVIELLE	NO	847		TRANSFERENCIA A CTA REC	
TRF.DATA	2024-10-01	6524052	Comision Banca Empresa	-18000000	TRANS DATA		490	17	18	SUPERVIELLE	NO	300		CANJE	
COMISIONES	2024-10-01	746300159	Comision Banca Empresa		COMISIONES		562	17	18	SUPERVIELLE	SI	673	45566	COMISIONES	425102/21
IVA	2024-10-01	746300159	Comision Banca Empresa		I.V.A.		Descripción	17	18	SUPERVIELLE	SI	816	45566	IVA	
IVAPERCEP	2024-10-01	746300159	Comision Banca Empresa		IVAPERCEP		570	17	18	SUPERVIELLE	SI	S09	45566	PERCEPCION DE IVA	
IMP.DTO.BC	2024-10-01	999450151	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45566	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-01	999450151	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45566	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-01	999450151	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45566	IMP DEBITO	425107/00
TR.CTA.REC	2024-10-02	746600050	Comision Banca Empresa		TRANSFERENCIA CUENTA RECA		990	17	18	SUPERVIELLE	NO	847		TRANSFERENCIA A CTA REC	
TRF.DATA	2024-10-02	6776646	Comision Banca Empresa	-2000000	TRANS DATA		490	17	18	SUPERVIELLE	NO	300		CANJE	
COMISIONES	2024-10-02	746300153	Comision Banca Empresa		COMISIONES		562	17	18	SUPERVIELLE	SI	673	45567	COMISIONES	425102/21
IVA	2024-10-02	746300153	Comision Banca Empresa		I.V.A.		Descripción	17	18	SUPERVIELLE	SI	816	45567	IVA	
IVAPERCEP	2024-10-02	746300153	Comision Banca Empresa		IVAPERCEP		570	17	18	SUPERVIELLE	SI	S09	45567	PERCEPCION DE IVA	
IMP.DTO.BC	2024-10-02	999450114	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45567	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-02	999450114	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45567	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-02	999450114	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45567	IMP DEBITO	425107/00
TR.CTA.REC	2024-10-03	746600047	Comision Banca Empresa		TRANSFERENCIA CUENTA RECA		990	17	18	SUPERVIELLE	NO	847		TRANSFERENCIA A CTA REC	
TRF.DATA	2024-10-03	6932715	Comision Banca Empresa	-4000000	TRANS DATA		490	17	18	SUPERVIELLE	NO	300		CANJE	
COMISIONES	2024-10-03	746300148	Comision Banca Empresa		COMISIONES		562	17	18	SUPERVIELLE	SI	673	45568	COMISIONES	425102/21
CO.TRF.ELE	2024-10-03	1485500574	Comision Banca Empresa		COM.TEF DN		492	17	18	SUPERVIELLE	SI	306	45568	COMISIONES	425102/21
IVA	2024-10-03	746300148	Comision Banca Empresa		I.V.A.		Descripción	17	18	SUPERVIELLE	SI	816	45568	IVA	
IVA	2024-10-03	1485500574	Comision Banca Empresa		I.V.A.		Descripción	17	18	SUPERVIELLE	SI	816	45568	IVA	
IVAPERCEP	2024-10-03	746300148	Comision Banca Empresa		IVAPERCEP		570	17	18	SUPERVIELLE	SI	S09	45568	PERCEPCION DE IVA	
IVAPERCEP	2024-10-03	1485500574	Comision Banca Empresa		IVAPERCEP		570	17	18	SUPERVIELLE	SI	S09	45568	PERCEPCION DE IVA	
IMP.DTO.BC	2024-10-03	999450137	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45568	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-03	999450137	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45568	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-03	999450137	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45568	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-03	999450137	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45568	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-03	999450137	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45568	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-03	999450137	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45568	IMP DEBITO	425107/00
TR.CTA.REC	2024-10-04	746600059	Comision Banca Empresa		TRANSFERENCIA CUENTA RECA		990	17	18	SUPERVIELLE	NO	847		TRANSFERENCIA A CTA REC	
COMISIONES	2024-10-04	746300083	Comision Banca Empresa		COMISIONES		562	17	18	SUPERVIELLE	SI	673	45569	COMISIONES	425102/21
IVA	2024-10-04	746300083	Comision Banca Empresa		I.V.A.		Descripción	17	18	SUPERVIELLE	SI	816	45569	IVA	
IVAPERCEP	2024-10-04	746300083	Comision Banca Empresa		IVAPERCEP		570	17	18	SUPERVIELLE	SI	S09	45569	PERCEPCION DE IVA	
IMP.DTO.BC	2024-10-04	999450145	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45569	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-04	999450145	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45569	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-04	999450145	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45569	IMP DEBITO	425107/00
TR.CTA.REC	2024-10-07	746600061	Comision Banca Empresa		TRANSFERENCIA CUENTA RECA		990	17	18	SUPERVIELLE	NO	847		TRANSFERENCIA A CTA REC	
TRF.DATA	2024-10-07	7648067	Comision Banca Empresa	-8000000	TRANS DATA		490	17	18	SUPERVIELLE	NO	300		CANJE	
COMISIONES	2024-10-07	746300171	Comision Banca Empresa		COMISIONES		562	17	18	SUPERVIELLE	SI	673	45572	COMISIONES	425102/21
IVA	2024-10-07	746300171	Comision Banca Empresa		I.V.A.		Descripción	17	18	SUPERVIELLE	SI	816	45572	IVA	
IVAPERCEP	2024-10-07	746300171	Comision Banca Empresa		IVAPERCEP		570	17	18	SUPERVIELLE	SI	S09	45572	PERCEPCION DE IVA	
IMP.DTO.BC	2024-10-07	999450117	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45572	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-07	999450117	Comision Banca Empresa	-58	IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45572	IMP DEBITO	425107/00
GTO.FRANQ	2024-10-07	974753173	Comision Banca Empresa		GTO FRANQ		R/REC. IIBB TUCUMAN	17	18	SUPERVIELLE	SI	834	45572	COMISIONES	425102/21
IMP.DTO.BC	2024-10-07	999450117	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45572	IMP DEBITO	425107/00
IVA	2024-10-07	974753173	Comision Banca Empresa		I.V.A.		Descripción	17	18	SUPERVIELLE	SI	816	45572	IVA	
TR.CTA.REC	2024-10-08	746600066	Comision Banca Empresa		TRANSFERENCIA CUENTA RECA		990	17	18	SUPERVIELLE	NO	847		TRANSFERENCIA A CTA REC	
TRF.DATA	2024-10-08	7808242	Comision Banca Empresa	-14000000	TRANS DATA		490	17	18	SUPERVIELLE	NO	300		CANJE	
COMISIONES	2024-10-08	746300021	Comision Banca Empresa		COMISIONES		562	17	18	SUPERVIELLE	SI	673	45573	COMISIONES	425102/21
IVA	2024-10-08	746300021	Comision Banca Empresa		I.V.A.		Descripción	17	18	SUPERVIELLE	SI	816	45573	IVA	
IVAPERCEP	2024-10-08	746300021	Comision Banca Empresa		IVAPERCEP		570	17	18	SUPERVIELLE	SI	S09	45573	PERCEPCION DE IVA	
IMP.DTO.BC	2024-10-08	999450125	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45573	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-08	999450125	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45573	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-08	999450125	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45573	IMP DEBITO	425107/00
TR.CTA.REC	2024-10-09	746600060	Comision Banca Empresa		TRANSFERENCIA CUENTA RECA		990	17	18	SUPERVIELLE	NO	847		TRANSFERENCIA A CTA REC	
COMISIONES	2024-10-09	746300160	Comision Banca Empresa		COMISIONES		562	17	18	SUPERVIELLE	SI	673	45574	COMISIONES	425102/21
IVA	2024-10-09	746300160	Comision Banca Empresa		I.V.A.		Descripción	17	18	SUPERVIELLE	SI	816	45574	IVA	
IVAPERCEP	2024-10-09	746300160	Comision Banca Empresa		IVAPERCEP		570	17	18	SUPERVIELLE	SI	S09	45574	PERCEPCION DE IVA	
IMP.DTO.BC	2024-10-09	999450124	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45574	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-09	999450124	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45574	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-09	999450124	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45574	IMP DEBITO	425107/00
TR.CTA.REC	2024-10-10	746600058	Comision Banca Empresa		TRANSFERENCIA CUENTA RECA		990	17	18	SUPERVIELLE	NO	847		TRANSFERENCIA A CTA REC	
TRF.DATA	2024-10-10	8271819	Comision Banca Empresa	-9000000	TRANS DATA		490	17	18	SUPERVIELLE	NO	300		CANJE	
COMISIONES	2024-10-10	746300183	Comision Banca Empresa		COMISIONES		562	17	18	SUPERVIELLE	SI	673	45575	COMISIONES	425102/21
IVA	2024-10-10	746300183	Comision Banca Empresa		I.V.A.		Descripción	17	18	SUPERVIELLE	SI	816	45575	IVA	
IVAPERCEP	2024-10-10	746300183	Comision Banca Empresa		IVAPERCEP		570	17	18	SUPERVIELLE	SI	S09	45575	PERCEPCION DE IVA	
IMP.DTO.BC	2024-10-10	999450123	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45575	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-10	999450123	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45575	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-10	999450123	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45575	IMP DEBITO	425107/00
TR.CTA.REC	2024-10-14	746600055	Comision Banca Empresa		TRANSFERENCIA CUENTA RECA		990	17	18	SUPERVIELLE	NO	847		TRANSFERENCIA A CTA REC	
TRF.DATA	2024-10-14	8548462	Comision Banca Empresa	-6400000	TRANS DATA		490	17	18	SUPERVIELLE	NO	300		CANJE	
COMISIONES	2024-10-14	746300167	Comision Banca Empresa		COMISIONES		562	17	18	SUPERVIELLE	SI	673	45579	COMISIONES	425102/21
IVA	2024-10-14	746300167	Comision Banca Empresa		I.V.A.		Descripción	17	18	SUPERVIELLE	SI	816	45579	IVA	
IVAPERCEP	2024-10-14	746300167	Comision Banca Empresa		IVAPERCEP		570	17	18	SUPERVIELLE	SI	S09	45579	PERCEPCION DE IVA	
IMP.DTO.BC	2024-10-14	999450114	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45580	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-14	999450114	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45580	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-14	999450114	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45580	IMP DEBITO	425107/00
TR.CTA.REC	2024-10-15	746600060	Comision Banca Empresa		TRANSFERENCIA CUENTA RECA		990	17	18	SUPERVIELLE	NO	847		TRANSFERENCIA A CTA REC	
TRF.DATA	2024-10-15	8681766	Comision Banca Empresa	-20000000	TRANS DATA		490	17	18	SUPERVIELLE	NO	300		CANJE	
COMISIONES	2024-10-15	746300021	Comision Banca Empresa		COMISIONES		562	17	18	SUPERVIELLE	SI	673	45580	COMISIONES	425102/21
IVA	2024-10-15	746300021	Comision Banca Empresa		I.V.A.		Descripción	17	18	SUPERVIELLE	SI	816	45580	IVA	
IVAPERCEP	2024-10-15	746300021	Comision Banca Empresa		IVAPERCEP		570	17	18	SUPERVIELLE	SI	S09	45580	PERCEPCION DE IVA	
IMP.DTO.BC	2024-10-15	999450137	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45580	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-15	999450137	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45580	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-15	999450137	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45580	IMP DEBITO	425107/00
TR.CTA.REC	2024-10-16	746600051	Comision Banca Empresa		TRANSFERENCIA CUENTA RECA		990	17	18	SUPERVIELLE	NO	847		TRANSFERENCIA A CTA REC	
TRF.DATA	2024-10-16	8892904	Comision Banca Empresa	-9000000	TRANS DATA		490	17	18	SUPERVIELLE	NO	300		CANJE	
COMISIONES	2024-10-16	746300171	Comision Banca Empresa		COMISIONES		562	17	18	SUPERVIELLE	SI	673	45581	COMISIONES	425102/21
IVA	2024-10-16	746300171	Comision Banca Empresa		I.V.A.		Descripción	17	18	SUPERVIELLE	SI	816	45581	IVA	
IVAPERCEP	2024-10-16	746300171	Comision Banca Empresa		IVAPERCEP		570	17	18	SUPERVIELLE	SI	S09	45581	PERCEPCION DE IVA	
IMP.DTO.BC	2024-10-16	999450129	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45581	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-16	999450129	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45581	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-16	999450129	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45581	IMP DEBITO	425107/00
TR.CTA.REC	2024-10-17	746600052	Comision Banca Empresa		TRANSFERENCIA CUENTA RECA		990	17	18	SUPERVIELLE	NO	847		TRANSFERENCIA A CTA REC	
TRF.DATA	2024-10-17	9063489	Comision Banca Empresa	-1700000	TRANS DATA		490	17	18	SUPERVIELLE	NO	300		CANJE	
COMISIONES	2024-10-17	746300151	Comision Banca Empresa		COMISIONES		562	17	18	SUPERVIELLE	SI	673	45582	COMISIONES	425102/21
IVA	2024-10-17	746300151	Comision Banca Empresa	-1673	I.V.A.		Descripción	17	18	SUPERVIELLE	SI	816	45582	IVA	
IVAPERCEP	2024-10-17	746300151	Comision Banca Empresa	-239	IVAPERCEP		570	17	18	SUPERVIELLE	SI	S09	45582	PERCEPCION DE IVA	
IMP.DTO.BC	2024-10-17	999450104	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45582	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-17	999450104	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45582	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-17	999450104	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45582	IMP DEBITO	425107/00
TR.CTA.REC	2024-10-18	746600049	Comision Banca Empresa		TRANSFERENCIA CUENTA RECA		990	17	18	SUPERVIELLE	NO	847		TRANSFERENCIA A CTA REC	
TRF.DATA	2024-10-18	9243760	Comision Banca Empresa	-2000000	TRANS DATA		490	17	18	SUPERVIELLE	NO	300		CANJE	
COMISIONES	2024-10-18	746300156	Comision Banca Empresa		COMISIONES		562	17	18	SUPERVIELLE	SI	673	45583	COMISIONES	425102/21
IVA	2024-10-18	746300156	Comision Banca Empresa		I.V.A.		Descripción	17	18	SUPERVIELLE	SI	816	45583	IVA	
IVAPERCEP	2024-10-18	746300156	Comision Banca Empresa		IVAPERCEP		570	17	18	SUPERVIELLE	SI	S09	45583	PERCEPCION DE IVA	
IMP.DTO.BC	2024-10-18	999450101	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45584	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-18	999450101	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45584	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-18	999450101	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45584	IMP DEBITO	425107/00
TR.CTA.REC	2024-10-21	746600055	Comision Banca Empresa		TRANSFERENCIA CUENTA RECA		990	17	18	SUPERVIELLE	NO	847		TRANSFERENCIA A CTA REC	
TRF.DATA	2024-10-21	9484328	Comision Banca Empresa	-5000000	TRANS DATA		490	17	18	SUPERVIELLE	NO	300		CANJE	
COMISIONES	2024-10-21	746300152	Comision Banca Empresa		COMISIONES		562	17	18	SUPERVIELLE	SI	673	45586	COMISIONES	425102/21
IVA	2024-10-21	746300152	Comision Banca Empresa		I.V.A.		Descripción	17	18	SUPERVIELLE	SI	816	45586	IVA	
IVAPERCEP	2024-10-21	746300152	Comision Banca Empresa		IVAPERCEP		570	17	18	SUPERVIELLE	SI	S09	45586	PERCEPCION DE IVA	
IMP.DTO.BC	2024-10-21	999450147	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45586	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-21	999450147	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45586	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-21	999450147	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45586	IMP DEBITO	425107/00
TR.CTA.REC	2024-10-22	746600054	Comision Banca Empresa		TRANSFERENCIA CUENTA RECA		990	17	18	SUPERVIELLE	NO	847		TRANSFERENCIA A CTA REC	
TRF.DATA	2024-10-22	9776143	Comision Banca Empresa	-21000000	TRANS DATA		490	17	18	SUPERVIELLE	NO	300		CANJE	
COMISIONES	2024-10-22	746300006	Comision Banca Empresa		COMISIONES		562	17	18	SUPERVIELLE	SI	673	45587	COMISIONES	425102/21
IVA	2024-10-22	746300006	Comision Banca Empresa		I.V.A.		Descripción	17	18	SUPERVIELLE	SI	816	45587	IVA	
IVAPERCEP	2024-10-22	746300006	Comision Banca Empresa		IVAPERCEP		570	17	18	SUPERVIELLE	SI	S09	45587	PERCEPCION DE IVA	
IMP.DTO.BC	2024-10-22	999450097	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45588	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-22	999450097	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45588	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-22	999450097	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45588	IMP DEBITO	425107/00
TR.CTA.REC	2024-10-23	746600048	Comision Banca Empresa		TRANSFERENCIA CUENTA RECA		990	17	18	SUPERVIELLE	NO	847		TRANSFERENCIA A CTA REC	
TRF.DATA	2024-10-23	9903777	Comision Banca Empresa	-4000000	TRANS DATA		490	17	18	SUPERVIELLE	NO	300		CANJE	
COMISIONES	2024-10-23	746300071	Comision Banca Empresa		COMISIONES		562	17	18	SUPERVIELLE	SI	673	45588	COMISIONES	425102/21
IVA	2024-10-23	746300071	Comision Banca Empresa		I.V.A.		Descripción	17	18	SUPERVIELLE	SI	816	45588	IVA	
IVAPERCEP	2024-10-23	746300071	Comision Banca Empresa		IVAPERCEP		570	17	18	SUPERVIELLE	SI	S09	45588	PERCEPCION DE IVA	
IMP.DTO.BC	2024-10-23	999450107	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45588	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-23	999450107	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45588	IMP DEBITO	425107/00
IMP.DTO.BC	2024-10-23	999450107	Comision Banca Empresa		IMP DEBTO		GALICIA	17	18	SUPERVIELLE	SI	758	45588	IMP DEBITO	425107/00
TR.CTA.REC	2024-10-24	746600051	Comision Banca Empresa		TRANSFERENCIA CUENTA RECA		990	17	18	SUPERVIELLE	NO	847		TRANSFERENCIA A CTA REC	
